1.66399,-1.79642,2.1218,1.04003,0.66859,-0.690436,-1.62205,2.43539,3.78706,-3.19385,3.53727,-5.20856,-0.28734,0.704111,0.416641,-0.386991,-0.103236,-2.23254,-1.17816,0.493773,-1.39676,-0.202201,-3.33267,-2.05507,0.750646,1.35113,0.75278,-3.64544,-0.196356,0.326302,4.47083,0.826787,-1.61134,1.56538,1.20546,-1.03171,-3.10351,-2.80685,3.06245,3.0982,
2.43181,-2.86382,2.75981,-2.69505,-0.518441,0.382117,-0.181852,2.26945,-2.72754,-1.61652,-1.94324,2.08776,-0.532624,-5.28348,1.91951,3.01952,1.21117,0.900408,2.11841,-4.26394,0.992395,-1.7182,-1.90384,-0.262322,-1.13498,4.17341,0.622279,-4.77129,-4.71265,-3.69835,0.876306,-3.92966,-1.56505,-1.58419,-0.665074,-0.95747,0.965129,-0.363346,3.76997,-0.2667,
-2.22027,-2.65529,0.847879,0.10362,2.21054,-2.14994,4.66396,-4.52028,5.30606,-1.55201,1.54816,-4.02521,-0.957776,-2.28548,-0.743491,0.387078,-2.6924,0.934163,2.50044,-1.49346,-3.16309,1.95302,2.44343,1.88808,-0.217553,2.26448,-2.14427,-2.93857,0.394387,3.39605,0.93668,-4.18196,-2.0683,-0.740074,3.60435,-1.4559,-2.77139,3.0106,-2.25874,-0.71942,
0.966339,0.709819,-3.24885,0.0657736,-0.62373,-2.48592,1.80282,-0.822778,-3.6326,-4.62028,1.46628,-0.594289,2.82443,0.746143,-0.234514,-0.718292,-0.807633,-1.6356,0.781525,-1.94447,-2.76216,3.79342,2.0639,0.0108233,-0.983643,4.01468,1.17846,-0.719168,-0.752898,0.310048,-1.63526,-3.10863,-0.445871,1.60047,-2.77039,-0.36594,-1.58148,-0.587126,1.03792,0.434317,
1.97491,0.145992,-1.29131,1.7352,0.105546,0.294398,0.619332,1.90263,-1.73078,1.8452,3.48547,0.204635,-0.547039,5.44666,-1.98109,0.235877,-2.53787,-3.72733,2.35214,0.974634,0.877959,-4.05999,-0.841219,-1.28159,-0.123678,-3.05217,3.94281,-2.02997,0.327005,0.584521,-2.32248,4.94963,2.90826,-1.23495,1.64653,1.75205,1.74661,-0.118316,1.6946,1.24858,
-0.0589592,3.31357,-3.22181,-4.73863,-1.34522,-0.831598,-0.514129,-0.138382,2.32817,0.24673,-3.46987,1.45449,-0.125323,1.71187,0.405654,0.727978,3.25978,1.08611,-1.76837,-1.08315,-2.7147,0.926188,-1.78517,-2.3333,2.32613,-1.57892,1.13693,2.12813,-1.69662,-1.58397,1.40388,-0.553466,2.77033,-0.368201,2.16781,0.488082,-3.85715,-3.90212,0.169274,-2.23671,
-2.52758,-1.30976,-0.0297634,1.07324,-1.35917,-1.0867,0.962114,-0.0375585,-0.449189,-0.715898,-1.96926,1.238,3.07236,3.44735,-0.728227,0.0688894,4.24729,-1.83831,-0.148712,-0.439972,1.11342,0.598839,0.966127,0.563009,2.07396,-1.69314,-3.19875,2.02495,1.11308,1.10539,1.80111,-2.49831,-0.631439,-3.06449,0.596901,2.56742,-0.765612,-0.351088,-4.79128,1.6335,
-3.79103,-3.09745,1.05783,-4.51312,-0.585664,3.01264,1.677,2.29304,-0.954664,-4.06373,2.24747,-1.41628,0.518946,2.16143,-2.12256,1.59713,1.19349,4.45183,-3.8237,-1.99226,-0.760622,-2.20152,2.81308,4.17498,-0.93418,2.00653,0.610187,-1.44285,-5.74942,1.05284,-0.268987,3.45671,0.87985,2.57716,0.569569,0.866699,-0.140418,-1.28245,-2.13161,-2.01611,
-0.0150617,-0.533635,-0.590182,-4.26701,-2.48149,1.09962,0.89585,-2.40054,0.0597064,-1.52433,-1.76116,0.377518,1.02645,1.1143,0.935464,-1.37015,1.92018,1.22129,0.346315,0.756116,2.09315,1.52406,0.0162738,-0.75101,0.474765,0.556659,2.66014,-1.48635,-0.142673,1.37914,4.89568,1.9771,-0.906099,0.176679,0.0531351,-0.700557,4.3835,-1.58338,2.06157,2.92193,
-0.566204,0.70201,-1.07312,-3.31608,-0.944511,2.6186,-1.47764,-3.15484,1.03866,1.71045,-2.11112,-0.802835,-0.0480303,0.640535,-0.52599,2.34265,-0.0309657,-0.830376,-1.10189,-2.14477,-4.47019,1.34218,-1.54613,-3.25388,-3.8947,1.574,-1.37663,-0.405416,-0.215412,2.4418,-2.98614,3.13344,-1.65279,-2.94365,0.807625,1.59756,-1.35424,2.4547,-4.22196,0.101586,
0.562681,-0.259411,-3.02435,-1.08509,0.407846,2.37741,-0.456843,-1.23759,3.71108,3.6233,-1.4564,1.73768,3.30327,-1.91,-1.47059,0.864731,-0.826403,-0.182836,-0.801733,-1.71685,-0.835109,-2.87041,-1.39637,-0.972381,-1.69357,2.02322,0.819266,-2.00048,1.23996,-1.9044,-1.20403,-2.32607,0.591519,3.89632,1.06515,-1.34733,-2.97234,-3.43973,-0.195044,-0.442122,
