1.49759,-1.61678,1.90962,0.936026,0.601731,-0.621393,-1.45984,2.19185,3.40836,-2.87447,3.18355,-4.68771,-0.258606,0.633699,0.374977,-0.348292,-0.0929127,-2.00928,-1.06035,0.444396,-1.25708,-0.181981,-2.9994,-1.84957,0.675581,1.21601,0.677502,-3.28089,-0.17672,0.293672,4.02375,0.744108,-1.45021,1.40885,1.08492,-0.928539,-2.79316,-2.52616,2.7562,2.78838,
2.18863,-2.57744,2.48382,-2.42555,-0.466597,0.343906,-0.163667,2.0425,-2.45479,-1.45487,-1.74892,1.87898,-0.479361,-4.75513,1.72756,2.71757,1.09005,0.810367,1.90657,-3.83755,0.893155,-1.54638,-1.71346,-0.23609,-1.02149,3.75607,0.560051,-4.29416,-4.24138,-3.32851,0.788675,-3.5367,-1.40855,-1.42577,-0.598566,-0.861723,0.868616,-0.327012,3.39297,-0.24003,
-1.99824,-2.38976,0.763091,0.0932576,1.98948,-1.93494,4.19756,-4.06825,4.77545,-1.39681,1.39334,-3.62269,-0.861998,-2.05693,-0.669142,0.348371,-2.42316,0.840746,2.25039,-1.34411,-2.84678,1.75772,2.19909,1.69927,-0.195798,2.03803,-1.92984,-2.64471,0.354949,3.05644,0.843012,-3.76376,-1.86147,-0.666067,3.24392,-1.31031,-2.49425,2.70954,-2.03287,-0.647478,
0.869705,0.638837,-2.92397,0.0591962,-0.561357,-2.23733,1.62253,-0.7405,-3.26934,-4.15825,1.31965,-0.53486,2.54199,0.671529,-0.211062,-0.646463,-0.72687,-1.47204,0.703373,-1.75002,-2.48594,3.41408,1.85751,0.00974098,-0.885279,3.61321,1.06062,-0.647251,-0.677608,0.279043,-1.47173,-2.79777,-0.401284,1.44042,-2.49335,-0.329346,-1.42334,-0.528413,0.934132,0.390885,
1.77742,0.131393,-1.16218,1.56168,0.0949917,0.264959,0.557399,1.71237,-1.5577,1.66068,3.13692,0.184171,-0.492335,4.90199,-1.78298,0.21229,-2.28408,-3.3546,2.11692,0.87717,0.790163,-3.65399,-0.757097,-1.15343,-0.11131,-2.74695,3.54853,-1.82698,0.294305,0.526069,-2.09023,4.45466,2.61744,-1.11145,1.48187,1.57685,1.57195,-0.106484,1.52514,1.12372,
-0.0530633,2.98222,-2.89963,-4.26477,-1.21069,-0.748438,-0.462716,-0.124544,2.09535,0.222057,-3.12288,1.30904,-0.112791,1.54068,0.365089,0.655181,2.9338,0.977498,-1.59153,-0.974837,-2.44323,0.833569,-1.60665,-2.09997,2.09351,-1.42103,1.02323,1.91531,-1.52696,-1.42558,1.26349,-0.49812,2.49329,-0.33138,1.95103,0.439274,-3.47143,-3.5119,0.152346,-2.01304,
-2.27482,-1.17879,-0.0267871,0.965913,-1.22325,-0.978032,0.865902,-0.0338027,-0.40427,-0.644308,-1.77234,1.1142,2.76513,3.10262,-0.655404,0.0620004,3.82256,-1.65448,-0.133841,-0.395975,1.00208,0.538955,0.869514,0.506708,1.86657,-1.52382,-2.87887,1.82246,1.00177,0.994852,1.621,-2.24848,-0.568295,-2.75805,0.537211,2.31067,-0.689051,-0.315979,-4.31216,1.47015,
-3.41193,-2.78771,0.952048,-4.06181,-0.527098,2.71137,1.5093,2.06374,-0.859197,-3.65735,2.02272,-1.27466,0.467052,1.94528,-1.9103,1.43742,1.07414,4.00665,-3.44133,-1.79303,-0.68456,-1.98137,2.53177,3.75748,-0.840762,1.80588,0.549169,-1.29856,-5.17448,0.947557,-0.242088,3.11104,0.791865,2.31945,0.512612,0.780029,-0.126376,-1.1542,-1.91844,-1.8145,
-0.0135555,-0.480272,-0.531164,-3.84031,-2.23334,0.989654,0.806265,-2.16049,0.0537357,-1.3719,-1.58504,0.339767,0.923801,1.00287,0.841917,-1.23314,1.72816,1.09916,0.311684,0.680504,1.88383,1.37166,0.0146464,-0.675909,0.427289,0.500993,2.39413,-1.33772,-0.128406,1.24123,4.40611,1.77939,-0.815489,0.159011,0.0478216,-0.630502,3.94515,-1.42504,1.85541,2.62974,
-0.509584,0.631809,-0.965808,-2.98447,-0.850059,2.35674,-1.32988,-2.83936,0.934797,1.5394,-1.90001,-0.722551,-0.0432273,0.576481,-0.473391,2.10839,-0.0278691,-0.747339,-0.991702,-1.9303,-4.02317,1.20796,-1.39151,-2.92849,-3.50523,1.4166,-1.23897,-0.364874,-0.193871,2.19762,-2.68752,2.8201,-1.48751,-2.64929,0.726862,1.43781,-1.21881,2.20923,-3.79977,0.0914275,
